time,station,tl_mittel,tl_i_mittel,tl_ii_mittel,tl_iii_mittel,substation
1874-01-01T00:00+00:00,105,-0.8,-1.8,1.2,-1.2,5901
1874-02-01T00:00+00:00,105,0.3,-1.6,2.2,0.2,5901
1874-03-01T00:00+00:00,105,4.0,1.4,7.1,3.8,5901
1874-04-01T00:00+00:00,105,11.6,9.0,15.1,11.1,5901
1874-05-01T00:00+00:00,105,10.7,8.8,13.4,10.2,5901
1874-06-01T00:00+00:00,105,18.3,16.9,22.2,17.1,5901
1874-07-01T00:00+00:00,105,22.3,19.9,26.2,21.5,5901
1874-08-01T00:00+00:00,105,17.9,15.8,20.8,17.5,5901
1874-09-01T00:00+00:00,105,17.4,13.7,22.5,16.8,5901
1874-10-01T00:00+00:00,105,10.2,7.6,14.6,9.4,5901
1874-11-01T00:00+00:00,105,1.1,0.4,2.1,1.0,5901
1874-12-01T00:00+00:00,105,-0.9,-1.6,0.0,-1.1,5901
1875-01-01T00:00+00:00,105,-0.2,-1.4,1.7,-0.6,5901
1875-02-01T00:00+00:00,105,-4.6,-6.3,-2.7,-4.7,5901
1875-03-01T00:00+00:00,105,-0.1,-1.9,1.9,-0.2,5901
1875-04-01T00:00+00:00,105,8.7,6.1,12.2,8.3,5901
1875-05-01T00:00+00:00,105,15.7,13.6,19.4,15.0,5901
1875-06-01T00:00+00:00,105,20.5,18.2,24.7,19.6,5901
1875-07-01T00:00+00:00,105,19.7,17.9,23.3,18.7,5901
1875-08-01T00:00+00:00,105,20.3,17.8,24.2,19.5,5901
1875-09-01T00:00+00:00,105,14.3,11.5,18.7,13.6,5901
1875-10-01T00:00+00:00,105,7.7,6.2,10.0,7.3,5901
1875-11-01T00:00+00:00,105,3.1,2.0,4.5,2.9,5901
1875-12-01T00:00+00:00,105,-2.3,-4.4,-0.8,-1.9,5901
1876-01-01T00:00+00:00,105,-4.9,-5.3,-4.0,-5.2,5901
1876-02-01T00:00+00:00,105,-0.4,-1.6,1.0,-0.5,5901
1876-03-01T00:00+00:00,105,5.6,3.8,8.1,5.2,5901
1876-04-01T00:00+00:00,105,12.0,9.1,15.8,11.6,5901
1876-05-01T00:00+00:00,105,10.8,8.9,13.9,10.3,5901
1876-06-01T00:00+00:00,105,18.6,16.9,21.7,17.9,5901
1876-07-01T00:00+00:00,105,19.8,17.9,23.0,19.2,5901
1876-08-01T00:00+00:00,105,19.9,17.2,24.4,19.0,5901
1876-09-01T00:00+00:00,105,14.3,12.2,18.0,13.5,5901
1876-10-01T00:00+00:00,105,10.7,8.7,13.8,10.2,5901
1876-11-01T00:00+00:00,105,0.4,-0.5,1.3,0.3,5901
1876-12-01T00:00+00:00,105,2.0,1.2,2.9,1.9,5901
1877-01-01T00:00+00:00,105,1.4,0.3,2.7,1.3,5901
1877-02-01T00:00+00:00,105,2.7,1.8,3.9,2.6,5901
1877-03-01T00:00+00:00,105,3.7,1.0,6.8,3.4,5901
1877-04-01T00:00+00:00,105,8.1,6.0,11.2,7.6,5901
1877-05-01T00:00+00:00,105,12.0,10.2,15.0,11.5,5901
1877-06-01T00:00+00:00,105,20.0,18.1,24.0,18.9,5901
1877-07-01T00:00+00:00,105,19.1,17.1,22.4,18.4,5901
1877-08-01T00:00+00:00,105,21.1,18.3,25.8,20.1,5901
1877-09-01T00:00+00:00,105,12.6,10.4,15.9,12.0,5901
1877-10-01T00:00+00:00,105,8.0,5.2,11.9,7.5,5901
1877-11-01T00:00+00:00,105,4.9,2.8,7.6,4.7,5901
1877-12-01T00:00+00:00,105,-0.2,-0.7,1.0,-0.6,5901
1878-01-01T00:00+00:00,105,-1.4,-2.1,-0.6,-1.4,5901
1878-02-01T00:00+00:00,105,3.0,1.6,4.9,2.9,5901
1878-03-01T00:00+00:00,105,4.5,2.9,6.4,4.3,5901
1878-04-01T00:00+00:00,105,10.5,8.0,14.0,10.0,5901
1878-05-01T00:00+00:00,105,14.7,12.5,18.2,14.1,5901
1878-06-01T00:00+00:00,105,17.8,15.7,21.4,17.1,5901
1878-07-01T00:00+00:00,105,18.5,16.8,21.2,18.1,5901
1878-08-01T00:00+00:00,105,18.9,16.9,22.4,18.1,5901
1878-09-01T00:00+00:00,105,16.3,13.9,20.0,15.6,5901
1878-10-01T00:00+00:00,105,10.9,9.3,13.8,10.3,5901
1878-11-01T00:00+00:00,105,4.1,2.5,5.7,4.2,5901
1878-12-01T00:00+00:00,105,-1.9,-2.7,-1.0,-2.0,5901
1879-01-01T00:00+00:00,105,-2.1,-3.0,-0.8,-2.3,5901
1879-02-01T00:00+00:00,105,1.5,0.4,3.3,1.2,5901
1879-03-01T00:00+00:00,105,3.5,1.4,5.8,3.4,5901
1879-04-01T00:00+00:00,105,9.0,6.6,11.9,8.7,5901
1879-05-01T00:00+00:00,105,12.6,10.6,15.8,12.0,5901
1879-06-01T00:00+00:00,105,18.5,17.0,22.6,17.2,5901
1879-07-01T00:00+00:00,105,17.1,15.6,21.1,15.8,5901
1879-08-01T00:00+00:00,105,19.8,17.0,23.9,19.2,5901
1879-09-01T00:00+00:00,105,16.0,13.0,20.5,15.2,5901
1879-10-01T00:00+00:00,105,8.6,7.3,10.7,8.2,5901
1879-11-01T00:00+00:00,105,1.1,-0.2,2.3,1.1,5901
1879-12-01T00:00+00:00,105,-7.4,-8.6,-5.3,-7.8,5901
1880-01-01T00:00+00:00,105,-2.2,-3.5,-0.4,-2.4,5901
1880-02-01T00:00+00:00,105,-1.3,-2.7,0.4,-1.4,5901
1880-03-01T00:00+00:00,105,3.6,0.6,7.7,3.0,5901
1880-04-01T00:00+00:00,105,11.7,8.6,15.9,11.2,5901
1880-05-01T00:00+00:00,105,12.8,11.7,15.2,12.2,5901
1880-06-01T00:00+00:00,105,17.5,16.0,20.9,16.5,5901
1880-07-01T00:00+00:00,105,21.1,18.8,25.5,20.1,5901
1880-08-01T00:00+00:00,105,17.5,15.6,20.8,16.8,5901
1880-09-01T00:00+00:00,105,15.5,13.1,19.1,15.0,5901
1880-10-01T00:00+00:00,105,9.6,7.5,12.3,9.2,5901
1880-11-01T00:00+00:00,105,5.2,4.0,6.6,5.2,5901
1880-12-01T00:00+00:00,105,4.0,3.3,5.1,3.9,5901
1881-01-01T00:00+00:00,105,-4.7,-6.0,-3.2,-4.7,5901
1881-02-01T00:00+00:00,105,-0.4,-2.0,1.4,-0.6,5901
1881-03-01T00:00+00:00,105,4.2,2.3,6.3,4.1,5901
1881-04-01T00:00+00:00,105,6.9,4.8,9.5,6.7,5901
1881-05-01T00:00+00:00,105,13.7,11.4,17.2,13.1,5901
1881-06-01T00:00+00:00,105,17.3,15.8,20.6,16.4,5901
1881-07-01T00:00+00:00,105,21.2,18.4,24.7,20.9,5901
1881-08-01T00:00+00:00,105,19.4,16.8,23.8,18.5,5901
1881-09-01T00:00+00:00,105,13.3,11.1,16.7,12.7,5901
1881-10-01T00:00+00:00,105,6.5,5.2,8.0,6.3,5901
1881-11-01T00:00+00:00,105,3.2,1.9,4.5,3.1,5901
1881-12-01T00:00+00:00,105,0.7,-0.1,1.6,0.6,5901
1882-01-01T00:00+00:00,105,0.6,-0.8,2.4,0.4,5901
1882-02-01T00:00+00:00,105,2.2,-0.8,5.5,2.1,5901
1882-03-01T00:00+00:00,105,9.2,5.6,13.2,8.9,5901
1882-04-01T00:00+00:00,105,9.7,6.5,13.4,9.4,5901
1882-05-01T00:00+00:00,105,15.0,12.4,19.1,14.2,5901
1882-06-01T00:00+00:00,105,16.2,14.4,19.8,15.2,5901
1882-07-01T00:00+00:00,105,19.8,17.6,23.2,19.3,5901
1882-08-01T00:00+00:00,105,16.7,14.9,19.3,16.3,5901
1882-09-01T00:00+00:00,105,15.3,12.8,18.2,15.0,5901
1882-10-01T00:00+00:00,105,10.6,8.8,12.8,10.4,5901
1882-11-01T00:00+00:00,105,5.0,3.6,7.3,4.5,5901
1882-12-01T00:00+00:00,105,1.5,0.9,2.4,1.3,5901
1883-01-01T00:00+00:00,105,-1.8,-3.2,-0.1,-1.9,5901
1883-02-01T00:00+00:00,105,1.7,0.4,3.3,1.6,5901
1883-03-01T00:00+00:00,105,0.3,-2.0,2.8,0.1,5901
1883-04-01T00:00+00:00,105,7.4,5.1,10.3,7.0,5901
1883-05-01T00:00+00:00,105,15.0,12.7,18.4,14.5,5901
1883-06-01T00:00+00:00,105,18.1,16.1,21.5,17.5,5901
1883-07-01T00:00+00:00,105,19.2,17.3,22.9,18.4,5901
1883-08-01T00:00+00:00,105,18.5,15.9,22.6,17.7,5901
1883-09-01T00:00+00:00,105,14.9,12.8,18.0,14.4,5901
1883-10-01T00:00+00:00,105,10.0,8.0,12.6,9.7,5901
1883-11-01T00:00+00:00,105,4.0,2.5,6.2,3.6,5901
1883-12-01T00:00+00:00,105,0.9,0.4,1.9,0.7,5901
1884-01-01T00:00+00:00,105,2.4,1.3,4.3,2.1,5901
1884-02-01T00:00+00:00,105,1.8,-0.4,4.2,1.6,5901
1884-03-01T00:00+00:00,105,5.4,2.2,8.5,5.5,5901
1884-04-01T00:00+00:00,105,7.8,4.7,11.1,7.7,5901
1884-05-01T00:00+00:00,105,15.3,12.8,19.5,14.4,5901
1884-06-01T00:00+00:00,105,14.9,13.5,17.4,14.3,5901
1884-07-01T00:00+00:00,105,20.4,18.0,24.5,19.5,5901
1884-08-01T00:00+00:00,105,18.2,15.5,21.7,17.8,5901
1884-09-01T00:00+00:00,105,15.2,11.7,19.8,14.5,5901
1884-10-01T00:00+00:00,105,9.1,7.9,11.4,8.5,5901
1884-11-01T00:00+00:00,105,2.3,1.7,3.6,1.8,5901
1884-12-01T00:00+00:00,105,1.8,1.1,2.7,1.7,5901
1885-01-01T00:00+00:00,105,-3.8,-5.4,-1.8,-3.9,5901
1885-02-01T00:00+00:00,105,1.8,-0.3,4.3,1.6,5901
1885-03-01T00:00+00:00,105,5.1,2.3,8.1,4.9,5901
1885-04-01T00:00+00:00,105,12.0,8.3,16.6,11.6,5901
1885-05-01T00:00+00:00,105,12.5,10.5,16.2,11.6,5901
1885-06-01T00:00+00:00,105,19.5,16.5,23.9,18.7,5901
1885-07-01T00:00+00:00,105,20.2,18.0,23.8,19.5,5901
1885-08-01T00:00+00:00,105,17.3,14.8,21.4,16.6,5901
1885-09-01T00:00+00:00,105,15.2,12.1,19.5,14.7,5901
1885-10-01T00:00+00:00,105,9.7,7.2,13.1,9.3,5901
1885-11-01T00:00+00:00,105,4.3,3.2,5.5,4.2,5901
1885-12-01T00:00+00:00,105,-0.9,-1.8,0.2,-1.0,5901
1886-01-01T00:00+00:00,105,-1.5,-2.6,-0.8,-1.3,5901
1886-02-01T00:00+00:00,105,-2.1,-3.4,-0.5,-2.3,5901
1886-03-01T00:00+00:00,105,0.9,-2.1,3.7,0.9,5901
1886-04-01T00:00+00:00,105,10.9,7.6,14.9,10.6,5901
1886-05-01T00:00+00:00,105,14.5,12.0,18.1,14.0,5901
1886-06-01T00:00+00:00,105,16.0,14.9,18.8,15.2,5901
1886-07-01T00:00+00:00,105,19.2,16.7,23.0,18.6,5901
1886-08-01T00:00+00:00,105,19.6,16.8,23.1,19.2,5901
1886-09-01T00:00+00:00,105,17.0,13.3,22.1,16.4,5901
1886-10-01T00:00+00:00,105,11.2,8.4,14.6,10.8,5901
1886-11-01T00:00+00:00,105,5.4,3.7,7.2,5.3,5901
1886-12-01T00:00+00:00,105,1.4,0.8,2.6,1.1,5901
1887-01-01T00:00+00:00,105,-3.6,-5.6,-1.6,-3.7,5901
1887-02-01T00:00+00:00,105,-1.5,-2.8,-0.1,-1.6,5901
1887-03-01T00:00+00:00,105,2.4,0.7,4.7,2.2,5901
1887-04-01T00:00+00:00,105,9.8,6.1,13.9,9.7,5901
1887-05-01T00:00+00:00,105,12.8,11.0,16.0,12.1,5901
1887-06-01T00:00+00:00,105,16.9,15.0,20.1,16.3,5901
1887-07-01T00:00+00:00,105,22.0,18.9,26.4,21.4,5901
1887-08-01T00:00+00:00,105,18.7,15.8,22.9,18.1,5901
1887-09-01T00:00+00:00,105,15.9,13.1,19.7,15.5,5901
1887-10-01T00:00+00:00,105,7.2,5.4,9.4,7.0,5901
1887-11-01T00:00+00:00,105,4.5,3.3,5.8,4.4,5901
1887-12-01T00:00+00:00,105,-1.1,-2.2,0.0,-1.1,5901
1888-01-01T00:00+00:00,105,-2.6,-3.7,-1.2,-2.7,5901
1888-02-01T00:00+00:00,105,-3.0,-4.4,-1.7,-2.9,5901
1888-03-01T00:00+00:00,105,3.6,1.4,6.1,3.5,5901
1888-04-01T00:00+00:00,105,8.3,5.8,11.4,8.0,5901
1888-05-01T00:00+00:00,105,15.4,12.4,19.2,15.1,5901
1888-06-01T00:00+00:00,105,17.8,15.6,21.0,17.4,5901
1888-07-01T00:00+00:00,105,17.8,15.7,21.0,17.3,5901
1888-08-01T00:00+00:00,105,18.1,15.4,22.1,17.5,5901
1888-09-01T00:00+00:00,105,14.8,11.4,18.8,14.4,5901
1888-10-01T00:00+00:00,105,8.1,6.0,10.9,7.7,5901
1888-11-01T00:00+00:00,105,1.9,0.8,3.8,1.5,5901
1888-12-01T00:00+00:00,105,0.3,-0.6,1.6,0.1,5901
1889-01-01T00:00+00:00,105,-2.5,-3.5,-1.3,-2.6,5901
1889-02-01T00:00+00:00,105,-0.7,-1.7,0.8,-1.1,5901
1889-03-01T00:00+00:00,105,1.4,-0.7,3.6,1.3,5901
1889-04-01T00:00+00:00,105,9.5,7.3,12.7,9.0,5901
1889-05-01T00:00+00:00,105,17.8,15.3,21.8,17.1,5901
1889-06-01T00:00+00:00,105,20.1,17.7,23.9,19.5,5901
1889-07-01T00:00+00:00,105,19.4,16.9,23.0,18.7,5901
1889-08-01T00:00+00:00,105,18.0,15.4,21.7,17.4,5901
1889-09-01T00:00+00:00,105,12.4,10.5,15.1,11.9,5901
1889-10-01T00:00+00:00,105,11.0,9.1,13.7,10.7,5901
1889-11-01T00:00+00:00,105,3.2,2.3,4.7,3.0,5901
1889-12-01T00:00+00:00,105,-3.9,-4.3,-3.3,-4.0,5901
1890-01-01T00:00+00:00,105,1.3,0.3,2.4,1.2,5901
1890-02-01T00:00+00:00,105,-2.0,-4.5,0.4,-1.9,5901
1890-03-01T00:00+00:00,105,6.2,2.8,9.9,6.0,5901
1890-04-01T00:00+00:00,105,9.3,6.4,12.9,9.0,5901
1890-05-01T00:00+00:00,105,15.7,13.3,19.7,14.9,5901
1890-06-01T00:00+00:00,105,16.0,14.0,19.2,15.4,5901
1890-07-01T00:00+00:00,105,18.7,16.0,22.5,18.1,5901
1890-08-01T00:00+00:00,105,20.8,17.8,25.0,20.3,5901
1890-09-01T00:00+00:00,105,14.2,12.0,17.3,13.7,5901
1890-10-01T00:00+00:00,105,8.9,6.9,12.1,8.3,5901
1890-11-01T00:00+00:00,105,4.0,2.7,5.6,3.8,5901
1890-12-01T00:00+00:00,105,-5.3,-6.3,-3.9,-5.5,5901
1891-01-01T00:00+00:00,105,-6.0,-7.5,-4.8,-5.9,5901
1891-02-01T00:00+00:00,105,-2.0,-3.7,-0.5,-1.9,5901
1891-03-01T00:00+00:00,105,4.5,1.8,7.4,4.4,5901
1891-04-01T00:00+00:00,105,7.4,5.0,10.2,7.2,5901
1891-05-01T00:00+00:00,105,16.4,13.5,20.3,15.8,5901
1891-06-01T00:00+00:00,105,17.3,15.1,20.2,17.0,5901
1891-07-01T00:00+00:00,105,18.5,16.6,21.6,18.0,5901
1891-08-01T00:00+00:00,105,17.5,15.4,20.9,16.9,5901
1891-09-01T00:00+00:00,105,15.7,12.4,20.1,15.1,5901
1891-10-01T00:00+00:00,105,11.7,9.3,15.4,11.0,5901
1891-11-01T00:00+00:00,105,2.9,1.1,4.6,2.9,5901
1891-12-01T00:00+00:00,105,1.5,0.1,3.0,1.5,5901
1892-01-01T00:00+00:00,105,-1.0,-2.3,0.5,-1.1,5901
1892-02-01T00:00+00:00,105,1.1,-0.3,2.6,1.1,5901
1892-03-01T00:00+00:00,105,1.9,-1.3,5.6,1.6,5901
1892-04-01T00:00+00:00,105,10.2,7.0,13.6,10.0,5901
1892-05-01T00:00+00:00,105,14.2,11.5,17.7,13.9,5901
1892-06-01T00:00+00:00,105,17.4,15.6,20.4,16.8,5901
1892-07-01T00:00+00:00,105,18.7,16.2,22.1,18.3,5901
1892-08-01T00:00+00:00,105,21.3,17.3,26.1,20.8,5901
1892-09-01T00:00+00:00,105,16.1,13.6,19.8,15.5,5901
1892-10-01T00:00+00:00,105,9.2,7.3,11.5,9.0,5901
1892-11-01T00:00+00:00,105,1.8,0.3,3.6,1.6,5901
1892-12-01T00:00+00:00,105,-1.8,-2.7,-0.1,-2.1,5901
1893-01-01T00:00+00:00,105,-7.7,-8.6,-6.6,-7.8,5901
1893-02-01T00:00+00:00,105,2.5,0.5,4.8,2.4,5901
1893-03-01T00:00+00:00,105,5.8,3.7,8.6,5.5,5901
1893-04-01T00:00+00:00,105,10.0,6.4,14.4,9.7,5901
1893-05-01T00:00+00:00,105,13.9,11.9,17.5,13.1,5901
1893-06-01T00:00+00:00,105,17.4,15.5,20.4,16.7,5901
1893-07-01T00:00+00:00,105,19.3,17.1,23.0,18.5,5901
1893-08-01T00:00+00:00,105,19.2,16.2,23.3,18.6,5901
1893-09-01T00:00+00:00,105,15.3,12.6,19.2,14.7,5901
1893-10-01T00:00+00:00,105,11.0,8.3,14.8,10.4,5901
1893-11-01T00:00+00:00,105,2.8,1.7,4.2,2.6,5901
1893-12-01T00:00+00:00,105,0.6,-0.1,1.9,0.3,5901
1894-01-01T00:00+00:00,105,-3.9,-5.7,-1.6,-4.1,5901
1894-02-01T00:00+00:00,105,2.9,1.0,5.5,2.7,5901
1894-03-01T00:00+00:00,105,6.3,3.4,9.4,6.2,5901
1894-04-01T00:00+00:00,105,12.9,8.8,17.4,12.7,5901
1894-05-01T00:00+00:00,105,14.9,12.3,18.4,14.4,5901
1894-06-01T00:00+00:00,105,16.1,14.5,18.6,15.7,5901
1894-07-01T00:00+00:00,105,20.6,17.6,24.4,20.2,5901
1894-08-01T00:00+00:00,105,18.3,15.6,21.9,17.8,5901
1894-09-01T00:00+00:00,105,13.5,10.9,17.4,12.9,5901
1894-10-01T00:00+00:00,105,10.2,8.8,12.5,9.8,5901
1894-11-01T00:00+00:00,105,4.5,2.9,7.0,4.0,5901
1894-12-01T00:00+00:00,105,-0.1,-0.8,1.1,-0.2,5901
1895-01-01T00:00+00:00,105,-2.6,-3.2,-1.2,-3.0,5901
1895-02-01T00:00+00:00,105,-5.1,-6.7,-3.4,-5.1,5901
1895-03-01T00:00+00:00,105,2.6,0.8,4.8,2.4,5901
1895-04-01T00:00+00:00,105,9.3,6.4,12.4,9.2,5901
1895-05-01T00:00+00:00,105,13.7,11.3,17.3,13.1,5901
1895-06-01T00:00+00:00,105,17.4,15.3,20.6,16.8,5901
1895-07-01T00:00+00:00,105,20.5,17.6,24.0,20.3,5901
1895-08-01T00:00+00:00,105,18.3,15.4,22.5,17.7,5901
1895-09-01T00:00+00:00,105,16.3,12.6,21.3,15.6,5901
1895-10-01T00:00+00:00,105,8.9,7.0,11.5,8.6,5901
1895-11-01T00:00+00:00,105,5.4,4.0,7.3,5.1,5901
1895-12-01T00:00+00:00,105,-0.3,-1.2,0.4,-0.2,5901
1896-01-01T00:00+00:00,105,-4.5,-5.6,-3.2,-4.5,5901
1896-02-01T00:00+00:00,105,0.0,-1.3,1.4,0.0,5901
1896-03-01T00:00+00:00,105,6.2,3.5,9.8,5.9,5901
1896-04-01T00:00+00:00,105,7.5,5.4,10.4,7.1,5901
1896-05-01T00:00+00:00,105,12.7,10.8,15.2,12.4,5901
1896-06-01T00:00+00:00,105,18.1,15.9,21.7,17.3,5901
1896-07-01T00:00+00:00,105,19.7,17.4,22.9,19.2,5901
1896-08-01T00:00+00:00,105,16.4,14.6,19.2,16.0,5901
1896-09-01T00:00+00:00,105,15.0,12.7,18.2,14.6,5901
1896-10-01T00:00+00:00,105,11.6,9.0,14.8,11.3,5901
1896-11-01T00:00+00:00,105,3.2,2.0,4.8,2.9,5901
1896-12-01T00:00+00:00,105,0.0,-0.7,1.2,-0.2,5901
1897-01-01T00:00+00:00,105,-1.1,-1.6,-0.4,-1.3,5901
1897-02-01T00:00+00:00,105,2.4,1.0,4.0,2.4,5901
1897-03-01T00:00+00:00,105,7.2,4.9,9.8,7.0,5901
1897-04-01T00:00+00:00,105,9.6,6.9,12.8,9.4,5901
1897-05-01T00:00+00:00,105,12.7,10.8,15.6,12.2,5901
1897-06-01T00:00+00:00,105,18.7,16.4,21.8,18.3,5901
1897-07-01T00:00+00:00,105,19.3,17.2,22.2,18.9,5901
1897-08-01T00:00+00:00,105,19.0,16.4,22.7,18.5,5901
1897-09-01T00:00+00:00,105,15.0,12.4,18.2,14.7,5901
1897-10-01T00:00+00:00,105,8.4,6.6,11.0,7.9,5901
1897-11-01T00:00+00:00,105,2.3,0.8,3.8,2.3,5901
1897-12-01T00:00+00:00,105,-0.3,-1.0,0.7,-0.4,5901
1898-01-01T00:00+00:00,105,0.6,-0.7,1.8,0.5,5901
1898-02-01T00:00+00:00,105,2.5,0.9,4.1,2.5,5901
1898-03-01T00:00+00:00,105,5.8,2.9,9.3,5.5,5901
1898-04-01T00:00+00:00,105,11.0,8.3,14.0,10.9,5901
1898-05-01T00:00+00:00,105,14.4,12.2,17.6,14.0,5901
1898-06-01T00:00+00:00,105,16.8,14.4,19.9,16.5,5901
1898-07-01T00:00+00:00,105,17.9,15.5,20.9,17.7,5901
1898-08-01T00:00+00:00,105,19.6,16.4,23.5,19.3,5901
1898-09-01T00:00+00:00,105,15.2,12.0,19.2,14.8,5901
1898-10-01T00:00+00:00,105,10.5,8.6,12.5,10.4,5901
1898-11-01T00:00+00:00,105,6.2,5.1,7.9,6.0,5901
1898-12-01T00:00+00:00,105,2.6,1.5,3.7,2.6,5901
1899-01-01T00:00+00:00,105,2.5,1.6,4.0,2.2,5901
1899-02-01T00:00+00:00,105,1.0,-0.7,2.9,1.0,5901
1899-03-01T00:00+00:00,105,4.1,0.9,7.8,3.9,5901
1899-04-01T00:00+00:00,105,9.9,7.0,13.0,9.7,5901
1899-05-01T00:00+00:00,105,13.5,11.5,16.3,13.2,5901
1899-06-01T00:00+00:00,105,16.8,14.5,19.9,16.4,5901
1899-07-01T00:00+00:00,105,19.4,17.2,22.3,19.0,5901
1899-08-01T00:00+00:00,105,18.4,15.8,22.0,18.0,5901
1899-09-01T00:00+00:00,105,14.7,12.3,18.0,14.4,5901
1899-10-01T00:00+00:00,105,8.2,5.2,11.8,7.9,5901
1899-11-01T00:00+00:00,105,6.5,5.5,8.3,6.1,5901
1899-12-01T00:00+00:00,105,-4.5,-5.3,-3.6,-4.5,5901
1900-01-01T00:00+00:00,105,0.5,0.0,1.3,0.3,5901
1900-02-01T00:00+00:00,105,3.7,1.5,5.8,3.7,5901
1900-03-01T00:00+00:00,105,1.3,-0.3,3.0,1.3,5901
1900-04-01T00:00+00:00,105,8.4,5.2,11.3,8.5,5901
1900-05-01T00:00+00:00,105,12.7,10.8,15.4,12.3,5901
1900-06-01T00:00+00:00,105,17.7,15.8,20.9,17.1,5901
1900-07-01T00:00+00:00,105,20.6,18.1,23.7,20.3,5901
1900-08-01T00:00+00:00,105,18.1,15.8,21.5,17.6,5901
1900-09-01T00:00+00:00,105,16.1,12.8,19.8,15.9,5901
1900-10-01T00:00+00:00,105,10.0,8.0,13.4,9.4,5901
1900-11-01T00:00+00:00,105,6.7,5.5,7.6,6.8,5901
1900-12-01T00:00+00:00,105,1.6,1.1,2.6,1.2,5901
1901-01-01T00:00+00:00,105,-4.4,-5.7,-3.0,-4.4,5901
1901-02-01T00:00+00:00,105,-3.4,-5.2,-1.6,-3.4,5901
1901-03-01T00:00+00:00,105,3.8,1.6,6.1,3.8,5901
1901-04-01T00:00+00:00,105,10.3,7.4,13.8,10.1,5901
1901-05-01T00:00+00:00,105,15.2,12.8,18.7,14.7,5901
1901-06-01T00:00+00:00,105,18.9,17.1,21.6,18.4,5901
1901-07-01T00:00+00:00,105,20.8,18.4,24.2,20.3,5901
1901-08-01T00:00+00:00,105,19.0,16.6,22.1,18.7,5901
1901-09-01T00:00+00:00,105,14.1,11.4,17.4,13.9,5901
1901-10-01T00:00+00:00,105,11.2,9.4,13.7,10.9,5901
1901-11-01T00:00+00:00,105,3.3,1.7,5.3,3.1,5901
1901-12-01T00:00+00:00,105,3.2,2.2,4.7,2.9,5901
1902-01-01T00:00+00:00,105,3.4,2.3,4.6,3.3,5901
1902-02-01T00:00+00:00,105,0.0,-1.3,1.1,0.1,5901
1902-03-01T00:00+00:00,105,4.6,2.3,7.2,4.4,5901
1902-04-01T00:00+00:00,105,9.0,6.3,12.2,8.8,5901
1902-05-01T00:00+00:00,105,10.6,8.7,13.4,10.2,5901
1902-06-01T00:00+00:00,105,16.3,14.4,18.9,15.9,5901
1902-07-01T00:00+00:00,105,17.8,15.8,20.9,17.2,5901
1902-08-01T00:00+00:00,105,18.0,15.7,21.4,17.5,5901
1902-09-01T00:00+00:00,105,14.0,11.2,17.7,13.5,5901
1902-10-01T00:00+00:00,105,8.6,6.9,10.9,8.4,5901
1902-11-01T00:00+00:00,105,0.7,-0.8,2.9,0.4,5901
1902-12-01T00:00+00:00,105,-2.9,-3.5,-2.3,-2.8,5901
1903-01-01T00:00+00:00,105,-2.3,-3.6,-0.6,-2.5,5901
1903-02-01T00:00+00:00,105,4.6,2.7,6.7,4.6,5901
1903-03-01T00:00+00:00,105,7.2,4.6,10.1,7.1,5901
1903-04-01T00:00+00:00,105,6.8,5.0,9.3,6.5,5901
1903-05-01T00:00+00:00,105,14.6,12.0,18.0,14.1,5901
1903-06-01T00:00+00:00,105,16.7,14.8,19.6,16.3,5901
1903-07-01T00:00+00:00,105,18.5,16.7,21.1,18.0,5901
1903-08-01T00:00+00:00,105,18.1,15.5,21.3,17.8,5901
1903-09-01T00:00+00:00,105,14.5,11.9,17.9,14.2,5901
1903-10-01T00:00+00:00,105,10.6,8.5,13.1,10.4,5901
1903-11-01T00:00+00:00,105,5.7,4.8,6.9,5.6,5901
1903-12-01T00:00+00:00,105,0.3,-0.1,0.7,0.2,5901
1904-01-01T00:00+00:00,105,-1.9,-2.5,-1.5,-1.9,5901
1904-02-01T00:00+00:00,105,2.5,1.3,4.1,2.4,5901
1904-03-01T00:00+00:00,105,4.5,2.5,6.5,4.5,5901
1904-04-01T00:00+00:00,105,10.2,8.0,12.9,10.0,5901
1904-05-01T00:00+00:00,105,14.1,11.9,17.5,13.5,5901
1904-06-01T00:00+00:00,105,17.9,15.5,21.1,17.5,5901
1904-07-01T00:00+00:00,105,21.6,18.8,25.5,21.1,5901
1904-08-01T00:00+00:00,105,19.8,16.7,24.0,19.4,5901
1904-09-01T00:00+00:00,105,13.3,11.8,15.6,13.0,5901
1904-10-01T00:00+00:00,105,9.5,7.8,11.4,9.4,5901
1904-11-01T00:00+00:00,105,3.5,2.9,4.5,3.3,5901
1904-12-01T00:00+00:00,105,1.7,1.4,2.5,1.4,5901
1905-01-01T00:00+00:00,105,-2.6,-3.6,-1.3,-2.7,5901
1905-02-01T00:00+00:00,105,1.6,0.4,2.8,1.6,5901
1905-03-01T00:00+00:00,105,5.9,3.7,8.0,5.8,5901
1905-04-01T00:00+00:00,105,7.6,5.5,10.3,7.4,5901
1905-05-01T00:00+00:00,105,14.2,12.0,17.5,13.7,5901
1905-06-01T00:00+00:00,105,18.8,16.6,21.9,18.4,5901
1905-07-01T00:00+00:00,105,20.9,18.9,24.0,20.5,5901
1905-08-01T00:00+00:00,105,19.3,16.9,22.6,18.9,5901
1905-09-01T00:00+00:00,105,16.0,13.3,19.3,15.7,5901
