Index,Date,Temperature
1041,1861-10-01,10.6
1042,1861-11-01,3.9
1043,1861-12-01,
1044,1862-01-01,-2.7
1045,1862-02-01,-0.2
1046,1862-03-01,6.8
1047,1862-04-01,12.3
1048,1862-05-01,15.8
1049,1862-06-01,17.6
1050,1862-07-01,20.0
1051,1862-08-01,17.9
1052,1862-09-01,16.2
1053,1862-10-01,11.6
1054,1862-11-01,
1055,1862-12-01,
1056,1863-01-01,3.0
1057,1863-02-01,3.0
1058,1863-03-01,6.6
1059,1863-04-01,8.8
1060,1863-05-01,15.8
1061,1863-06-01,18.2
1062,1863-07-01,19.4
1063,1863-08-01,21.2
1064,1863-09-01,16.4
1065,1863-10-01,12.2
1066,1863-11-01,5.1
1067,1863-12-01,2.3
1068,1864-01-01,-6.5
1069,1864-02-01,0.0
1070,1864-03-01,5.9
1071,1864-04-01,6.5
1072,1864-05-01,12.0
1073,1864-06-01,18.1
1074,1864-07-01,17.6
1075,1864-08-01,16.4
1076,1864-09-01,15.2
1077,1864-10-01,8.5
1078,1864-11-01,3.3
1079,1864-12-01,-3.4
1080,1865-01-01,-0.1
1081,1865-02-01,-4.6
1082,1865-03-01,0.0
1083,1865-04-01,11.4
1084,1865-05-01,17.7
1085,1865-06-01,15.9
1086,1865-07-01,22.0
1087,1865-08-01,18.5
1088,1865-09-01,15.7
1089,1865-10-01,10.5
1090,1865-11-01,5.4
1091,1865-12-01,0.0
1092,1866-01-01,1.2
1093,1866-02-01,4.0
1094,1866-03-01,5.0
1095,1866-04-01,11.7
1096,1866-05-01,12.1
1097,1866-06-01,20.2
1098,1866-07-01,18.8
1099,1866-08-01,16.9
1100,1866-09-01,17.1
1101,1866-10-01,8.0
1102,1866-11-01,5.0
1103,1866-12-01,-0.3
1104,1867-01-01,-0.3
1105,1867-02-01,4.9
1106,1867-03-01,3.2
1107,1867-04-01,10.2
1108,1867-05-01,14.1
1109,1867-06-01,17.6
1110,1867-07-01,18.6
1111,1867-08-01,20.1
1112,1867-09-01,16.3
1113,1867-10-01,9.2
1114,1867-11-01,2.7
1115,1867-12-01,-1.4
1116,1868-01-01,-1.3
1117,1868-02-01,4.1
1118,1868-03-01,4.8
1119,1868-04-01,9.2
1120,1868-05-01,17.9
1121,1868-06-01,19.6
1122,1868-07-01,20.2
1123,1868-08-01,20.0
1124,1868-09-01,17.7
1125,1868-10-01,12.0
1126,1868-11-01,3.4
1127,1868-12-01,4.0
1128,1869-01-01,-2.1
1129,1869-02-01,5.5
1130,1869-03-01,3.2
1131,1869-04-01,12.0
1132,1869-05-01,17.2
1133,1869-06-01,15.9
1134,1869-07-01,21.1
1135,1869-08-01,18.0
1136,1869-09-01,16.6
1137,1869-10-01,7.7
1138,1869-11-01,4.9
1139,1869-12-01,1.4
1140,1870-01-01,-1.1
1141,1870-02-01,-4.9
1142,1870-03-01,1.7
1143,1870-04-01,8.5
1144,1870-05-01,15.9
1145,1870-06-01,17.4
1146,1870-07-01,20.3
1147,1870-08-01,17.4
1148,1870-09-01,13.6
1149,1870-10-01,9.4
1150,1870-11-01,6.0
1151,1870-12-01,-3.8
1152,1871-01-01,-4.2
1153,1871-02-01,-0.6
1154,1871-03-01,4.6
1155,1871-04-01,9.3
1156,1871-05-01,11.2
1157,1871-06-01,15.1
1158,1871-07-01,19.8
1159,1871-08-01,19.2
1160,1871-09-01,15.4
1161,1871-10-01,7.6
1162,1871-11-01,2.9
1163,1871-12-01,-6.3
1164,1872-01-01,-1.2
1165,1872-02-01,0.8
1166,1872-03-01,6.4
1167,1872-04-01,11.9
1168,1872-05-01,17.0
1169,1872-06-01,17.2
1170,1872-07-01,20.2
1171,1872-08-01,17.6
1172,1872-09-01,16.2
1173,1872-10-01,12.5
1174,1872-11-01,6.1
1175,1872-12-01,3.5
1176,1873-01-01,1.2
1177,1873-02-01,0.4
1178,1873-03-01,7.0
1179,1873-04-01,9.0
1180,1873-05-01,11.5
1181,1873-06-01,17.5
1182,1873-07-01,21.7
1183,1873-08-01,21.3
1184,1873-09-01,14.1
1185,1873-10-01,12.2
1186,1873-11-01,5.5
1187,1873-12-01,1.3
1188,1874-01-01,-0.8
1189,1874-02-01,0.3
1190,1874-03-01,4.0
1191,1874-04-01,11.6
1192,1874-05-01,10.7
1193,1874-06-01,18.3
1194,1874-07-01,22.3
1195,1874-08-01,17.9
1196,1874-09-01,17.4
1197,1874-10-01,10.2
1198,1874-11-01,1.1
1199,1874-12-01,-0.9
1200,1875-01-01,-0.2
1201,1875-02-01,-4.6
1202,1875-03-01,-0.1
1203,1875-04-01,8.7
1204,1875-05-01,15.7
1205,1875-06-01,20.5
1206,1875-07-01,19.7
1207,1875-08-01,20.3
1208,1875-09-01,14.3
1209,1875-10-01,7.7
1210,1875-11-01,3.1
1211,1875-12-01,-2.3
1212,1876-01-01,-4.9
1213,1876-02-01,-0.4
1214,1876-03-01,5.6
1215,1876-04-01,12.0
1216,1876-05-01,10.8
1217,1876-06-01,18.6
1218,1876-07-01,19.8
1219,1876-08-01,19.9
1220,1876-09-01,14.3
1221,1876-10-01,10.7
1222,1876-11-01,0.4
1223,1876-12-01,2.0
1224,1877-01-01,1.4
1225,1877-02-01,2.7
1226,1877-03-01,3.7
1227,1877-04-01,8.1
1228,1877-05-01,12.0
1229,1877-06-01,20.0
1230,1877-07-01,19.1
1231,1877-08-01,21.1
1232,1877-09-01,12.6
1233,1877-10-01,8.0
1234,1877-11-01,4.9
1235,1877-12-01,-0.2
1236,1878-01-01,-1.4
1237,1878-02-01,3.0
1238,1878-03-01,4.5
1239,1878-04-01,10.5
1240,1878-05-01,14.7
1241,1878-06-01,17.8
1242,1878-07-01,18.5
1243,1878-08-01,18.9
1244,1878-09-01,16.3
1245,1878-10-01,10.9
1246,1878-11-01,4.1
1247,1878-12-01,-1.9
1248,1879-01-01,-2.1
1249,1879-02-01,1.5
1250,1879-03-01,3.5
1251,1879-04-01,9.0
1252,1879-05-01,12.6
1253,1879-06-01,18.5
1254,1879-07-01,17.1
1255,1879-08-01,19.8
1256,1879-09-01,16.0
1257,1879-10-01,8.6
1258,1879-11-01,1.1
1259,1879-12-01,-7.4
1260,1880-01-01,-2.2
1261,1880-02-01,-1.3
1262,1880-03-01,3.6
1263,1880-04-01,11.7
1264,1880-05-01,12.8
1265,1880-06-01,17.5
1266,1880-07-01,21.1
1267,1880-08-01,17.5
1268,1880-09-01,15.5
1269,1880-10-01,9.6
1270,1880-11-01,5.2
1271,1880-12-01,4.0
1272,1881-01-01,-4.7
1273,1881-02-01,-0.4
1274,1881-03-01,4.2
1275,1881-04-01,6.9
1276,1881-05-01,13.7
1277,1881-06-01,17.3
1278,1881-07-01,21.2
1279,1881-08-01,19.4
1280,1881-09-01,13.3
1281,1881-10-01,6.5
1282,1881-11-01,3.2
1283,1881-12-01,0.7
1284,1882-01-01,0.6
1285,1882-02-01,2.2
1286,1882-03-01,9.2
1287,1882-04-01,9.7
1288,1882-05-01,15.0
1289,1882-06-01,16.2
1290,1882-07-01,19.8
1291,1882-08-01,16.7
1292,1882-09-01,15.3
1293,1882-10-01,10.6
1294,1882-11-01,5.0
1295,1882-12-01,1.5
1296,1883-01-01,-1.8
1297,1883-02-01,1.7
1298,1883-03-01,0.3
1299,1883-04-01,7.4
1300,1883-05-01,15.0
1301,1883-06-01,18.1
1302,1883-07-01,19.2
1303,1883-08-01,18.5
1304,1883-09-01,14.9
1305,1883-10-01,10.0
1306,1883-11-01,4.0
1307,1883-12-01,0.9
1308,1884-01-01,2.4
1309,1884-02-01,1.8
1310,1884-03-01,5.4
1311,1884-04-01,7.8
1312,1884-05-01,15.3
1313,1884-06-01,14.9
1314,1884-07-01,20.4
1315,1884-08-01,18.2
1316,1884-09-01,15.2
1317,1884-10-01,9.1
1318,1884-11-01,2.3
1319,1884-12-01,1.8
1320,1885-01-01,-3.8
1321,1885-02-01,1.8
1322,1885-03-01,5.1
1323,1885-04-01,12.0
1324,1885-05-01,12.5
1325,1885-06-01,19.5
1326,1885-07-01,20.2
1327,1885-08-01,17.3
1328,1885-09-01,15.2
1329,1885-10-01,9.7
1330,1885-11-01,4.3
1331,1885-12-01,-0.9
1332,1886-01-01,-1.5
1333,1886-02-01,-2.1
1334,1886-03-01,0.9
1335,1886-04-01,10.9
1336,1886-05-01,14.5
1337,1886-06-01,16.0
1338,1886-07-01,19.2
1339,1886-08-01,19.6
1340,1886-09-01,17.0
1341,1886-10-01,11.2
1342,1886-11-01,5.4
1343,1886-12-01,1.4
1344,1887-01-01,-3.6
1345,1887-02-01,-1.5
1346,1887-03-01,2.4
1347,1887-04-01,9.8
1348,1887-05-01,12.8
1349,1887-06-01,16.9
1350,1887-07-01,22.0
1351,1887-08-01,18.7
1352,1887-09-01,15.9
1353,1887-10-01,7.2
1354,1887-11-01,4.5
1355,1887-12-01,-1.1
1356,1888-01-01,-2.6
1357,1888-02-01,-3.0
1358,1888-03-01,3.6
1359,1888-04-01,8.3
1360,1888-05-01,15.4
1361,1888-06-01,17.8
1362,1888-07-01,17.8
1363,1888-08-01,18.1
1364,1888-09-01,14.8
1365,1888-10-01,8.1
1366,1888-11-01,1.9
1367,1888-12-01,0.3
1368,1889-01-01,-2.5
1369,1889-02-01,-0.7
1370,1889-03-01,1.4
1371,1889-04-01,9.5
1372,1889-05-01,17.8
1373,1889-06-01,20.1
1374,1889-07-01,19.4
1375,1889-08-01,18.0
1376,1889-09-01,12.4
1377,1889-10-01,11.0
1378,1889-11-01,3.2
1379,1889-12-01,-3.9
1380,1890-01-01,1.3
1381,1890-02-01,-2.0
1382,1890-03-01,6.2
1383,1890-04-01,9.3
1384,1890-05-01,15.7
1385,1890-06-01,16.0
1386,1890-07-01,18.7
1387,1890-08-01,20.8
1388,1890-09-01,14.2
1389,1890-10-01,8.9
1390,1890-11-01,4.0
1391,1890-12-01,-5.3
1392,1891-01-01,-6.0
1393,1891-02-01,-2.0
1394,1891-03-01,4.5
1395,1891-04-01,7.4
1396,1891-05-01,16.4
1397,1891-06-01,17.3
1398,1891-07-01,18.5
1399,1891-08-01,17.5
1400,1891-09-01,15.7
1401,1891-10-01,11.7
1402,1891-11-01,2.9
1403,1891-12-01,1.5
1404,1892-01-01,-1.0
1405,1892-02-01,1.1
1406,1892-03-01,1.9
1407,1892-04-01,10.2
1408,1892-05-01,14.2
1409,1892-06-01,17.4
1410,1892-07-01,18.7
1411,1892-08-01,21.3
1412,1892-09-01,16.1
1413,1892-10-01,9.2
1414,1892-11-01,1.8
1415,1892-12-01,-1.8
1416,1893-01-01,-7.7
1417,1893-02-01,2.5
1418,1893-03-01,5.8
1419,1893-04-01,10.0
1420,1893-05-01,13.9
1421,1893-06-01,17.4
1422,1893-07-01,19.3
1423,1893-08-01,19.2
1424,1893-09-01,15.3
1425,1893-10-01,11.0
1426,1893-11-01,2.8
1427,1893-12-01,0.6
1428,1894-01-01,-3.9
1429,1894-02-01,2.9
1430,1894-03-01,6.3
1431,1894-04-01,12.9
1432,1894-05-01,14.9
1433,1894-06-01,16.1
1434,1894-07-01,20.6
1435,1894-08-01,18.3
1436,1894-09-01,13.5
1437,1894-10-01,10.2
1438,1894-11-01,4.5
1439,1894-12-01,-0.1
1440,1895-01-01,-2.6
1441,1895-02-01,-5.1
1442,1895-03-01,2.6
1443,1895-04-01,9.3
1444,1895-05-01,13.7
1445,1895-06-01,17.4
1446,1895-07-01,20.5
1447,1895-08-01,18.3
1448,1895-09-01,16.3
1449,1895-10-01,8.9
1450,1895-11-01,5.4
1451,1895-12-01,-0.3
1452,1896-01-01,-4.5
1453,1896-02-01,0.0
1454,1896-03-01,6.2
1455,1896-04-01,7.5
1456,1896-05-01,12.7
1457,1896-06-01,18.1
1458,1896-07-01,19.7
1459,1896-08-01,16.4
1460,1896-09-01,15.0
1461,1896-10-01,11.6
1462,1896-11-01,3.2
1463,1896-12-01,0.0
1464,1897-01-01,-1.1
1465,1897-02-01,2.4
1466,1897-03-01,7.2
1467,1897-04-01,9.6
1468,1897-05-01,12.7
1469,1897-06-01,18.7
1470,1897-07-01,19.3
1471,1897-08-01,19.0
1472,1897-09-01,15.0
1473,1897-10-01,8.4
1474,1897-11-01,2.3
1475,1897-12-01,-0.3
1476,1898-01-01,0.6
1477,1898-02-01,2.5
1478,1898-03-01,5.8
1479,1898-04-01,11.0
1480,1898-05-01,14.4
1481,1898-06-01,16.8
1482,1898-07-01,17.9
1483,1898-08-01,19.6
1484,1898-09-01,15.2
1485,1898-10-01,10.5
1486,1898-11-01,6.2
1487,1898-12-01,2.6
1488,1899-01-01,2.5
1489,1899-02-01,1.0
1490,1899-03-01,4.1
1491,1899-04-01,9.9
1492,1899-05-01,13.5
1493,1899-06-01,16.8
1494,1899-07-01,19.4
1495,1899-08-01,18.4
1496,1899-09-01,14.7
1497,1899-10-01,8.2
1498,1899-11-01,6.5
1499,1899-12-01,-4.5
1500,1900-01-01,0.5
1501,1900-02-01,3.7
1502,1900-03-01,1.3
1503,1900-04-01,8.4
1504,1900-05-01,12.7
1505,1900-06-01,17.7
1506,1900-07-01,20.6
1507,1900-08-01,18.1
1508,1900-09-01,16.1
1509,1900-10-01,10.0
1510,1900-11-01,6.7
1511,1900-12-01,1.6
1512,1901-01-01,-4.4
1513,1901-02-01,-3.4
1514,1901-03-01,3.8
1515,1901-04-01,10.3
1516,1901-05-01,15.2
1517,1901-06-01,18.9
1518,1901-07-01,20.8
1519,1901-08-01,19.0
1520,1901-09-01,14.1
1521,1901-10-01,11.2
1522,1901-11-01,3.3
1523,1901-12-01,3.2
1524,1902-01-01,3.4
1525,1902-02-01,0.0
1526,1902-03-01,4.6
1527,1902-04-01,9.0
1528,1902-05-01,10.6
1529,1902-06-01,16.3
1530,1902-07-01,17.8
1531,1902-08-01,18.0
1532,1902-09-01,14.0
1533,1902-10-01,8.6
1534,1902-11-01,0.7
1535,1902-12-01,-2.9
1536,1903-01-01,-2.3
1537,1903-02-01,4.6
1538,1903-03-01,7.2
1539,1903-04-01,6.8
1540,1903-05-01,14.6
1541,1903-06-01,16.7
1542,1903-07-01,18.5
1543,1903-08-01,18.1
1544,1903-09-01,14.5
1545,1903-10-01,10.6
1546,1903-11-01,5.7
1547,1903-12-01,0.3
1548,1904-01-01,-1.9
1549,1904-02-01,2.5
1550,1904-03-01,4.5
1551,1904-04-01,10.2
1552,1904-05-01,14.1
1553,1904-06-01,17.9
1554,1904-07-01,21.6
1555,1904-08-01,19.8
1556,1904-09-01,13.3
1557,1904-10-01,9.5
1558,1904-11-01,3.5
1559,1904-12-01,1.7
1560,1905-01-01,-2.6
1561,1905-02-01,1.6
1562,1905-03-01,5.9
1563,1905-04-01,7.6
1564,1905-05-01,14.2
1565,1905-06-01,18.8
1566,1905-07-01,20.9
1567,1905-08-01,19.3
1568,1905-09-01,16.0
1569,1905-10-01,5.8
1570,1905-11-01,4.8
1571,1905-12-01,1.8
1572,1906-01-01,0.5
1573,1906-02-01,0.7
1574,1906-03-01,4.9
1575,1906-04-01,10.5
1576,1906-05-01,15.1
1577,1906-06-01,16.5
1578,1906-07-01,19.1
1579,1906-08-01,18.1
1580,1906-09-01,13.7
1581,1906-10-01,9.4
1582,1906-11-01,7.4
1583,1906-12-01,-1.3
1584,1907-01-01,-0.6
1585,1907-02-01,-0.9
1586,1907-03-01,3.3
1587,1907-04-01,7.1
1588,1907-05-01,16.0
1589,1907-06-01,18.0
1590,1907-07-01,17.5
1591,1907-08-01,18.6
1592,1907-09-01,14.8
1593,1907-10-01,13.6
1594,1907-11-01,2.8
1595,1907-12-01,2.3
1596,1908-01-01,-2.1
1597,1908-02-01,2.3
1598,1908-03-01,3.8
1599,1908-04-01,8.2
1600,1908-05-01,16.8
1601,1908-06-01,19.7
1602,1908-07-01,19.2
1603,1908-08-01,17.0
1604,1908-09-01,13.2
1605,1908-10-01,9.1
1606,1908-11-01,0.7
1607,1908-12-01,-1.4
1608,1909-01-01,-1.9
1609,1909-02-01,-2.2
1610,1909-03-01,3.1
1611,1909-04-01,10.2
1612,1909-05-01,12.6
1613,1909-06-01,16.6
1614,1909-07-01,17.6
1615,1909-08-01,18.8
1616,1909-09-01,14.9
1617,1909-10-01,11.2
1618,1909-11-01,3.5
1619,1909-12-01,1.8
1620,1910-01-01,1.0
1621,1910-02-01,3.2
1622,1910-03-01,5.4
1623,1910-04-01,8.9
1624,1910-05-01,13.6
1625,1910-06-01,17.9
1626,1910-07-01,17.7
1627,1910-08-01,17.8
1628,1910-09-01,13.0
1629,1910-10-01,9.8
1630,1910-11-01,3.7
1631,1910-12-01,3.7
1632,1911-01-01,-0.8
1633,1911-02-01,0.8
1634,1911-03-01,5.3
1635,1911-04-01,9.4
1636,1911-05-01,13.9
1637,1911-06-01,16.6
1638,1911-07-01,21.1
1639,1911-08-01,20.6
1640,1911-09-01,15.8
1641,1911-10-01,9.4
1642,1911-11-01,6.0
1643,1911-12-01,2.8
1644,1912-01-01,-2.6
1645,1912-02-01,3.0
1646,1912-03-01,7.5
1647,1912-04-01,8.2
1648,1912-05-01,13.9
1649,1912-06-01,18.0
1650,1912-07-01,18.8
1651,1912-08-01,16.5
1652,1912-09-01,10.5
1653,1912-10-01,7.2
1654,1912-11-01,2.2
1655,1912-12-01,2.9
1656,1913-01-01,-1.7
1657,1913-02-01,0.6
1658,1913-03-01,7.3
1659,1913-04-01,9.6
1660,1913-05-01,13.5
1661,1913-06-01,17.0
1662,1913-07-01,16.1
1663,1913-08-01,17.1
1664,1913-09-01,14.3
1665,1913-10-01,9.9
1666,1913-11-01,6.8
1667,1913-12-01,3.0
1668,1914-01-01,-4.4
1669,1914-02-01,-1.2
1670,1914-03-01,6.1
1671,1914-04-01,11.5
1672,1914-05-01,13.7
1673,1914-06-01,16.9
1674,1914-07-01,18.2
1675,1914-08-01,18.5
1676,1914-09-01,14.2
1677,1914-10-01,9.1
1678,1914-11-01,3.7
1679,1914-12-01,2.1
1680,1915-01-01,1.7
1681,1915-02-01,1.1
1682,1915-03-01,3.1
1683,1915-04-01,9.7
1684,1915-05-01,15.0
1685,1915-06-01,19.1
1686,1915-07-01,18.4
1687,1915-08-01,16.6
1688,1915-09-01,12.9
1689,1915-10-01,7.9
1690,1915-11-01,2.5
1691,1915-12-01,4.8
1692,1916-01-01,4.9
1693,1916-02-01,1.3
1694,1916-03-01,7.7
1695,1916-04-01,9.8
1696,1916-05-01,14.9
1697,1916-06-01,15.7
1698,1916-07-01,18.8
1699,1916-08-01,17.8
1700,1916-09-01,13.3
1701,1916-10-01,9.5
1702,1916-11-01,6.2
1703,1916-12-01,4.2
1704,1917-01-01,-1.6
1705,1917-02-01,-3.7
1706,1917-03-01,2.2
1707,1917-04-01,6.6
1708,1917-05-01,15.8
1709,1917-06-01,19.8
1710,1917-07-01,20.6
1711,1917-08-01,19.6
1712,1917-09-01,16.8
1713,1917-10-01,9.3
1714,1917-11-01,5.6
1715,1917-12-01,-1.2
1716,1918-01-01,0.1
1717,1918-02-01,1.8
1718,1918-03-01,5.6
1719,1918-04-01,12.0
1720,1918-05-01,15.4
1721,1918-06-01,15.4
1722,1918-07-01,18.3
1723,1918-08-01,17.9
1724,1918-09-01,15.1
1725,1918-10-01,9.6
1726,1918-11-01,3.3
1727,1918-12-01,3.1
1728,1919-01-01,1.6
1729,1919-02-01,0.2
1730,1919-03-01,4.9
1731,1919-04-01,7.8
1732,1919-05-01,11.3
1733,1919-06-01,16.9
1734,1919-07-01,16.9
1735,1919-08-01,18.5
1736,1919-09-01,16.5
1737,1919-10-01,8.0
1738,1919-11-01,2.6
1739,1919-12-01,1.9
1740,1920-01-01,3.0
1741,1920-02-01,3.5
1742,1920-03-01,7.4
1743,1920-04-01,12.4
1744,1920-05-01,16.0
1745,1920-06-01,16.0
1746,1920-07-01,19.3
1747,1920-08-01,16.9
1748,1920-09-01,14.8
1749,1920-10-01,7.1
1750,1920-11-01,0.0
1751,1920-12-01,1.1
1752,1921-01-01,5.0
1753,1921-02-01,1.7
1754,1921-03-01,6.6
1755,1921-04-01,8.7
1756,1921-05-01,16.1
1757,1921-06-01,16.6
1758,1921-07-01,20.7
1759,1921-08-01,19.9
1760,1921-09-01,14.9
1761,1921-10-01,11.4
1762,1921-11-01,1.7
1763,1921-12-01,0.6
1764,1922-01-01,-2.1
1765,1922-02-01,-1.8
1766,1922-03-01,5.9
1767,1922-04-01,8.1
1768,1922-05-01,15.3
1769,1922-06-01,18.3
1770,1922-07-01,18.9
1771,1922-08-01,18.0
1772,1922-09-01,12.6
1773,1922-10-01,6.8
1774,1922-11-01,3.1
1775,1922-12-01,1.4
1776,1923-01-01,1.9
1777,1923-02-01,0.9
1778,1923-03-01,5.7
1779,1923-04-01,8.1
1780,1923-05-01,15.2
1781,1923-06-01,14.2
1782,1923-07-01,20.6
1783,1923-08-01,18.5
1784,1923-09-01,14.6
1785,1923-10-01,11.6
1786,1923-11-01,5.3
1787,1923-12-01,-0.4
1788,1924-01-01,-2.4
1789,1924-02-01,-2.1
1790,1924-03-01,3.3
1791,1924-04-01,8.5
1792,1924-05-01,15.8
1793,1924-06-01,16.9
1794,1924-07-01,19.0
1795,1924-08-01,16.6
1796,1924-09-01,15.4
1797,1924-10-01,10.0
1798,1924-11-01,3.2
1799,1924-12-01,0.1
1800,1925-01-01,1.8
1801,1925-02-01,4.4
1802,1925-03-01,3.2
1803,1925-04-01,10.1
1804,1925-05-01,15.5
1805,1925-06-01,16.4
1806,1925-07-01,19.1
1807,1925-08-01,18.1
1808,1925-09-01,13.3
1809,1925-10-01,9.5
1810,1925-11-01,4.2
1811,1925-12-01,-0.1
1812,1926-01-01,-0.7
1813,1926-02-01,4.5
1814,1926-03-01,5.0
1815,1926-04-01,11.1
1816,1926-05-01,13.3
1817,1926-06-01,15.5
1818,1926-07-01,18.4
1819,1926-08-01,17.5
1820,1926-09-01,15.7
1821,1926-10-01,10.0
1822,1926-11-01,9.2
1823,1926-12-01,1.2
1824,1927-01-01,1.9
1825,1927-02-01,0.8
1826,1927-03-01,7.4
1827,1927-04-01,9.8
1828,1927-05-01,13.2
1829,1927-06-01,17.9
1830,1927-07-01,19.8
1831,1927-08-01,19.2
1832,1927-09-01,15.7
1833,1927-10-01,9.7
1834,1927-11-01,4.6
1835,1927-12-01,-3.2
1836,1928-01-01,0.9
1837,1928-02-01,2.3
1838,1928-03-01,2.8
1839,1928-04-01,10.1
1840,1928-05-01,11.7
1841,1928-06-01,16.7
1842,1928-07-01,21.8
1843,1928-08-01,19.6
1844,1928-09-01,15.0
1845,1928-10-01,10.1
1846,1928-11-01,7.6
1847,1928-12-01,-0.1
1848,1929-01-01,-4.6
1849,1929-02-01,-9.7
1850,1929-03-01,2.7
1851,1929-04-01,6.4
1852,1929-05-01,15.1
1853,1929-06-01,17.3
1854,1929-07-01,20.0
1855,1929-08-01,19.5
1856,1929-09-01,16.6
1857,1929-10-01,11.2
1858,1929-11-01,6.3
1859,1929-12-01,2.8
1860,1930-01-01,0.4
1861,1930-02-01,-0.3
1862,1930-03-01,6.5
1863,1930-04-01,10.5
1864,1930-05-01,14.1
1865,1930-06-01,20.8
1866,1930-07-01,19.4
1867,1930-08-01,18.1
1868,1930-09-01,15.7
1869,1930-10-01,10.1
1870,1930-11-01,6.9
1871,1930-12-01,0.5
1872,1931-01-01,0.6
1873,1931-02-01,-0.3
1874,1931-03-01,1.5
1875,1931-04-01,7.4
1876,1931-05-01,17.9
1877,1931-06-01,19.5
1878,1931-07-01,20.3
1879,1931-08-01,17.6
1880,1931-09-01,11.6
1881,1931-10-01,8.4
1882,1931-11-01,3.7
1883,1931-12-01,0.5
1884,1932-01-01,0.7
1885,1932-02-01,-2.8
1886,1932-03-01,1.1
1887,1932-04-01,10.0
1888,1932-05-01,15.2
1889,1932-06-01,16.9
1890,1932-07-01,21.0
1891,1932-08-01,20.7
1892,1932-09-01,18.7
1893,1932-10-01,10.6
1894,1932-11-01,4.6
1895,1932-12-01,0.0
1896,1933-01-01,-3.6
1897,1933-02-01,1.5
1898,1933-03-01,5.2
1899,1933-04-01,8.5
1900,1933-05-01,13.7
1901,1933-06-01,16.0
1902,1933-07-01,19.8
1903,1933-08-01,19.5
1904,1933-09-01,14.6
1905,1933-10-01,9.7
1906,1933-11-01,3.9
1907,1933-12-01,-4.4
1908,1934-01-01,-0.5
1909,1934-02-01,1.5
1910,1934-03-01,7.2
1911,1934-04-01,12.6
1912,1934-05-01,16.3
1913,1934-06-01,17.8
1914,1934-07-01,21.5
1915,1934-08-01,19.4
1916,1934-09-01,16.5
1917,1934-10-01,10.1
1918,1934-11-01,6.2
1919,1934-12-01,5.5
1920,1935-01-01,-2.3
1921,1935-02-01,1.6
1922,1935-03-01,3.1
1923,1935-04-01,9.3
1924,1935-05-01,12.6
1925,1935-06-01,19.7
1926,1935-07-01,20.1
1927,1935-08-01,18.6
1928,1935-09-01,15.5
1929,1935-10-01,11.3
1930,1935-11-01,5.4
1931,1935-12-01,0.8
1932,1936-01-01,2.9
1933,1936-02-01,1.6
1934,1936-03-01,6.5
1935,1936-04-01,10.0
1936,1936-05-01,15.0
1937,1936-06-01,18.0
1938,1936-07-01,20.1
1939,1936-08-01,17.7
1940,1936-09-01,14.7
1941,1936-10-01,7.0
1942,1936-11-01,4.0
1943,1936-12-01,1.3
1944,1937-01-01,-2.7
1945,1937-02-01,2.2
1946,1937-03-01,5.9
1947,1937-04-01,9.5
1948,1937-05-01,16.9
1949,1937-06-01,19.1
1950,1937-07-01,19.5
1951,1937-08-01,18.7
1952,1937-09-01,14.8
1953,1937-10-01,10.9
1954,1937-11-01,4.8
1955,1937-12-01,0.4
1956,1938-01-01,1.0
1957,1938-02-01,1.8
1958,1938-03-01,9.0
1959,1938-04-01,6.8
1960,1938-05-01,12.9
1961,1938-06-01,19.2
1962,1938-07-01,19.6
1963,1938-08-01,19.1
1964,1938-09-01,14.3
1965,1938-10-01,10.7
1966,1938-11-01,6.8
1967,1938-12-01,-1.6
1968,1939-01-01,1.3
1969,1939-02-01,3.2
1970,1939-03-01,2.5
1971,1939-04-01,12.6
1972,1939-05-01,13.0
1973,1939-06-01,18.0
1974,1939-07-01,19.7
1975,1939-08-01,19.3
1976,1939-09-01,14.6
1977,1939-10-01,8.0
1978,1939-11-01,5.5
1979,1939-12-01,-0.6
1980,1940-01-01,-8.3
1981,1940-02-01,-6.3
1982,1940-03-01,2.4
1983,1940-04-01,9.8
1984,1940-05-01,12.7
1985,1940-06-01,18.0
1986,1940-07-01,18.3
1987,1940-08-01,16.2
1988,1940-09-01,14.6
1989,1940-10-01,9.2
1990,1940-11-01,6.6
1991,1940-12-01,-2.9
1992,1941-01-01,-4.2
1993,1941-02-01,0.6
1994,1941-03-01,5.2
1995,1941-04-01,8.0
1996,1941-05-01,11.7
1997,1941-06-01,17.3
1998,1941-07-01,18.5
1999,1941-08-01,17.4
2000,1941-09-01,13.1
2001,1941-10-01,8.9
2002,1941-11-01,1.2
2003,1941-12-01,2.0
2004,1942-01-01,-9.1
2005,1942-02-01,-3.8
2006,1942-03-01,1.9
2007,1942-04-01,8.4
2008,1942-05-01,14.8
2009,1942-06-01,16.8
2010,1942-07-01,18.3
2011,1942-08-01,19.3
2012,1942-09-01,18.4
2013,1942-10-01,12.1
2014,1942-11-01,3.7
2015,1942-12-01,2.0
2016,1943-01-01,-3.6
2017,1943-02-01,3.7
2018,1943-03-01,6.5
2019,1943-04-01,11.2
2020,1943-05-01,13.7
2021,1943-06-01,16.2
2022,1943-07-01,19.3
2023,1943-08-01,20.7
2024,1943-09-01,16.4
2025,1943-10-01,11.3
2026,1943-11-01,3.9
2027,1943-12-01,0.7
2028,1944-01-01,3.7
2029,1944-02-01,-0.6
2030,1944-03-01,1.8
2031,1944-04-01,10.3
