Index,Date,Mean temperature [°C],Mean wind speed [m/s],Mean precipitation [mm/day],Sunshine [h/day],Fresh snow [cm/day]
2978,2023-03-01,7.9,3.8,10.0,151.0,0.0
2979,2023-04-01,9.1,3.7,101.0,141.0,0.0
2980,2023-05-01,15.3,3.5,77.0,240.0,0.0
2981,2023-06-01,20.0,3.1,137.0,252.0,0.0
2982,2023-07-01,23.5,3.7,26.0,281.0,0.0
2983,2023-08-01,21.5,3.1,68.0,227.0,0.0
2984,2023-09-01,19.4,2.8,42.0,257.0,0.0
2985,2023-10-01,14.2,3.3,60.0,151.0,0.0
2986,2023-11-01,6.8,4.2,91.0,94.0,1.0
2987,2023-12-01,4.3,4.0,114.0,60.0,27.0
2988,2024-01-01,2.1,4.1,49.0,130.0,3.0
2989,2024-02-01,8.8,4.3,20.0,98.0,0.0
2990,2024-03-01,9.8,4.0,50.0,157.0,0.0
2991,2024-04-01,13.0,3.9,49.0,222.0,0.0
2992,2024-05-01,17.0,3.4,109.0,231.0,0.0
2993,2024-06-01,21.1,3.3,80.0,250.0,0.0
2994,2024-07-01,24.0,3.4,19.0,271.0,0.0
2995,2024-08-01,24.1,2.9,134.0,272.0,0.0
2996,2024-09-01,17.0,4.0,242.0,192.0,0.0
